Geoserver,2.27.2,Point Stacker,5931,gs:PointStacker,Aggregates a collection of points over a grid into one point per grid cell.,data,Input feature collection,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",cellSize,Grid cell size to aggregate to  in pixels,LiteralData,int,weightClusterPosition,Weight cluster position based on points added,LiteralData,boolean,normalize,Indicates whether to add fields normalized to the range 0-1.,LiteralData,boolean,preserveLocation,Indicates wheter to preserve the original location of points for single/superimposed points,LiteralData,string,outputBBOX,Bounding box for target image extent,LiteralData,string,outputWidth,Target image width in pixels,LiteralData,int,outputHeight,Target image height in pixels,LiteralData,int,filter,Optional CQL filter to restrict the points to be clustered,LiteralData,string,result,,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Polygon Extraction,5932,gs:PolygonExtraction,Extracts vector polygons from a raster  based on regions which are equal or in given ranges,data,Source raster,Raster,"image/tiff,image/tiff,application/arcgrid",band,Source band to use (default = 0),LiteralData,int,insideEdges,Indicates whether to vectorize boundaries between adjacent regions with non-outside values,LiteralData,boolean,roi,Geometry delineating the region of interest (in raster coordinate system),Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",nodata,Value to treat as NODATA (default is 0),LiteralData,string,ranges,Specifier for a value range in the format ( START ; END ).  START and END values are optional. [ and ] can also be used as brackets  to indicate inclusion of the relevant range endpoint.,LiteralData,string,result,,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Query,5933,gs:Query,Queries a feature collection using an optional filter and an optional list of attributes to include.  Can also be used to convert feature collection format.,features,Input feature collection,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",attribute,Attribute to include in output,LiteralData,string,filter,The filter to apply,ComplexData,"text/xml; subtype=filter/1.0,text/xml; subtype=filter/1.0,text/xml; subtype=filter/1.1,text/plain; subtype=cql",result,,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Reclassify,5934,gs:RangeLookup,Reclassifies a continous raster into integer values defined by a set of ranges,coverage,Input raster,Raster,"image/tiff,image/tiff,application/arcgrid",band,Source band to use for classification (default is 0),LiteralData,int,ranges,Specifier for a value range in the format ( START ; END ).  START and END values are optional. [ and ] can also be used as brackets  to indicate inclusion of the relevant range endpoint.,LiteralData,string,outputPixelValues,Value to be assigned to corresponding range,LiteralData,int,noData,Value to be assigned to pixels outside any range (defaults to 0),LiteralData,double,reclassified,,Raster,"image/tiff,image/tiff,application/arcgrid,image/png,image/jpeg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Raster As Point Collection,5935,gs:RasterAsPointCollection,Returns a collection of point features for the pixels of a raster.  The band values are provided as attributes.,data,Input raster,Raster,"image/tiff,image/tiff,application/arcgrid",targetCRS,CRS in which the points will be displayed,LiteralData,string,scale,scale,LiteralData,float,interpolation,interpolation,LiteralData,string,emisphere,Add Emishpere,LiteralData,boolean,result,,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Raster Zonal Statistics,5936,gs:RasterZonalStatistics,Computes statistics for the distribution of a certain quantity in a set of polygonal zones.,data,Input raster to compute statistics for,Raster,"image/tiff,image/tiff,application/arcgrid",band,Source band used to compute statistics (default is 0),LiteralData,int,zones,Zone polygon features for which to compute statistics,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",classification,Raster whose values will be used as classes for the statistical analysis. Each zone reports statistics partitioned by classes according to the values of the raster. Must be a single band raster with integer values.,Raster,"image/tiff,image/tiff,application/arcgrid",statistics,,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Rectangular Clip,5937,gs:RectangularClip,Clips (crops) features to the specified rectangular extent,features,Input feature collection,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",clip,Bounds of clipping rectangle,LiteralData,string,preserveZ,Attempt to preserve Z values from the original geometry (interpolate value for new points),LiteralData,boolean,result,,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Reproject Features,5938,gs:Reproject,Reprojects features into a supplied coordinate reference system.  Can also force a feature collection to have a given CRS.,features,The feature collection that will be reprojected,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",forcedCRS,Coordinate reference system to use for input feature collection (overrides native one),LiteralData,string,targetCRS,Target coordinate reference system to use for reprojection,LiteralData,string,result,,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Reproject Geometry,5939,gs:ReprojectGeometry,Reprojects a given geometry into a supplied coordinate reference system.,geometry,Input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",sourceCRS,Coordinate reference system of input geometry,LiteralData,string,targetCRS,Target coordinate reference system to use for reprojection,LiteralData,string,result,,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Scale Coverage,5940,gs:ScaleCoverage,Returns a scaled and translated version of a given raster,coverage,Input raster,Raster,"image/tiff,image/tiff,application/arcgrid",xScale,Scale factor along the x axis,LiteralData,double,yScale,Scale factor along the y axis,LiteralData,double,xTranslate,Offset along the x axis,LiteralData,double,yTranslate,Offset along the y axis,LiteralData,double,interpolation,Interpolation function to use.  Values are NEAREST  BILINEAR  BICUBIC2  BICUBIC,LiteralData,string,result,,Raster,"image/tiff,image/tiff,application/arcgrid,image/png,image/jpeg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Simplify,5941,gs:Simplify,Simplifies feature geometry by reducing vertices using Douglas-Peucker simplification.,features,Input feature collection,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",distance,Simplification distance tolerance,LiteralData,double,preserveTopology,If True  ensures that simplified features are topologically valid,LiteralData,boolean,result,,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Snap,5942,gs:Snap,Returns the feature in a feature collection nearest to a given point.  Attributes for distance and bearing are added.,features,Input feature collection,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,application/json,application/vnd.google-earth.kml+xml",point,Point geometry to test against for nearest feature,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",crs,Coordinate reference system to assume for input geometry (default is to use the input collection CRS),LiteralData,string,result,,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,application/json,application/vnd.google-earth.kml+xml",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,SpatioTemporal Zonal statistics,5943,gs:SpatioTemporalZonalStatistics,Compute aggregated zonal statistics on a multi-temporal coverage,layerName,Input layer name of a multi-temporal raster,LiteralData,string,timeValues,Time values over which the statistics should be computed. Either a comma separated list of values or a temporal range,LiteralData,string,zones,Zone polygon features for which to compute statistics,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",statsNames,Comma separated list of requested statistics within this set (min/max/sum/mean/median). Compute all statistics if not specified,LiteralData,string,result,,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Store Coverage,5944,gs:StoreCoverage,Stores a raster on the server.,coverage,Input raster,Raster,"image/tiff,image/tiff,application/arcgrid",coverageLocation,,LiteralData,string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Style Coverage,5945,gs:StyleCoverage,Styles a raster using a given SLD and raster symbolizer.,coverage,Input raster,Raster,"image/tiff,image/tiff,application/arcgrid",style,Styled Layer Descriptor (SLD) style containing a raster symbolizer,Vector,"text/xml; subtype=sld/1.0.0,text/xml; subtype=sld/1.0.0",result,,Raster,"image/tiff,image/tiff,application/arcgrid,image/png,image/jpeg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Transform,5946,gs:Transform,Computes a new feature collection from the input one by renaming  deleting  and computing new attributes.  Attribute values are specified as ECQL expressions in the form name=expression.,features,Input feature collection,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",transform,The transform specification  as a list of specifiers of the form name=expression  delimited by newlines or semicolons.,LiteralData,string,result,,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Union Feature Collections,5947,gs:UnionFeatureCollection,Returns single feature collection containing all features from two input feature collections.  The output attribute schema is a combination of the attributes from the inputs.  Attributes with same name but different types will be converted to strings.,first,First input feature collection,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",second,Second feature collection,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",result,,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Unique,5948,gs:Unique,Returns the unique values of a given attribute in a feature collection.,features,Input feature collection,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",attribute,Attribute whose unique values are extracted,LiteralData,string,result,,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Vector Zonal Statistics,5949,gs:VectorZonalStatistics,Computes statistics for the distribution of a given attribute in a set of polygonal zones.  Input must be points.,data,Input collection of point features,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",dataAttribute,Attribute to use for computing statistics,LiteralData,string,zones,Zone polygon features for which to compute statistics,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",statistics,,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Transform,5950,gt:VectorToRaster,Converts some or all of a feature collection to a raster grid  using an attribute to specify cell values.,features,Features to process,ComplexData,"text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.0,text/xml; subtype=wfs-collection/1.1,application/wfs-collection-1.0,application/wfs-collection-1.1,text/xml,application/zip,text/csv,application/json,application/vnd.google-earth.kml+xml",rasterWidth,Width of the output grid in pixels,LiteralData,int,rasterHeight,Height of the output grid in pixels,LiteralData,int,title,Title to use for the output grid,LiteralData,string,attribute,Attribute name to use for the raster cell values,LiteralData,string,bounds,Bounding box of the area to rasterize,LiteralData,string,result,,Raster,"image/tiff,image/tiff,application/arcgrid,image/png,image/jpeg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Area,5951,JTS:area,Returns the area of a geometry  in the units of the geometry. Assumes a Cartesian plane  so this process is only recommended for non-geographic CRSes.,geom,Input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,LiteralData,double,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Boundary,5952,JTS:boundary,Returns a geometry boundary. For polygons  returns a linear ring or multi-linestring equal to the boundary of the polygon(s). For linestrings  returns a multipoint equal to the endpoints of the linestring. For points  returns an empty geometry collection.,geom,Input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Buffer,5953,JTS:buffer,Returns a polygonal geometry representing the input geometry enlarged by a given distance around its exterior.,geom,Input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",distance,Distance to buffer the input geometry  in the units of the geometry,LiteralData,double,quadrantSegments,Number determining the style and smoothness of buffer corners. Positive numbers create round corners with that number of segments per quarter-circle  0 creates flat corners.,LiteralData,int,capStyle,Style for the buffer end caps. Values are: Round - rounded ends (default)  Flat - flat ends; Square - square ends.,LiteralData,string,result,,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Centroid,5954,JTS:centroid,Returns the geometric centroid of a geometry. Output is a single point.  The centroid point may be located outside the geometry.,geom,Input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Contains Test,5955,JTS:contains,Tests if no points of the second geometry lie in the exterior of the first geometry and at least one point of the interior of second geometry lies in the interior of first geometry.,a,First input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",b,Second input geometry  tested to be contained in first geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,LiteralData,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Convex Hull,5956,JTS:convexHull,Returns the smallest convex polygon that contains the entire input geometry.,geom,Input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Crosses Test,5957,JTS:crosses,Tests if two geometries have some  but not all  interior points in common.,a,First input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",b,Second input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,LiteralData,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Densify,5958,JTS:densify,Returns a spatially equivalent geometry with vertices added to ensure line segments are no longer than a given distance.,geom,Input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",distance,The maximum segment length in the result  in the units of the geometry,LiteralData,double,result,,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Difference,5959,JTS:difference,Returns a geometry representing the points that are contained in a geometry but not contained in a second geometry. The result may be a heterogeneous geometry collection.,a,First input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",b,Second input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Dimension,5960,JTS:dimension,Returns the largest dimension of a geometry or geometry collection: 0 for point  1 for line  2 for polygon.,geom,Input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,LiteralData,int,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Disjoint Test,5961,JTS:disjoint,Tests if two geometries do not have any points in common.,a,First input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",b,Second input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,LiteralData,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Distance,5962,JTS:distance,Returns the minimum distance between two geometries. Measurement is given in the input units  so geographic coordinates are not recommended.,a,First input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",b,Second input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,LiteralData,double,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,End Point,5963,JTS:endPoint,Returns a point geometry equal to the final vertex of a LineString.,geom,Input line,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Envelope,5964,JTS:envelope,Returns the smallest bounding box polygon that contains a geometry. For a point geometry  returns the same point.,geom,Input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoserver,2.27.2,Exactly Equal Test,5965,JTS:equalsExact,Tests if two geometries are identical on a vertex-by-vertex basis.,a,First input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",b,Second input geometry,Vector,"text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/3.1.1,text/xml; subtype=gml/2.1.2,application/wkt,application/ewkt,application/gml-3.1.1,application/gml-2.1.2,application/json",result,,LiteralData,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
